12659, 92, 121
14052, 0, 122
32956, 0, 16
49273, 0, 33
50352, 0, 54
49737, 0, 123
15555, 48, 124
47475, 92, 125
15328, 0, 126
34621, 0, 70
51365, 0, 127
32820, 0, 16
48855, -75, 128
12224, 0, 10
2035, -4, 129
60539, 30, 28
14595, 64, 130
13853, 0, 122
24143, -109, 131
15216, 0, 126
8113, 0, 132
22640, 0, 11
32978, 32, 16
39151, 59, 15
19520, 0, 88
58141, 0, 133
63959, 117, 85
53040, 0, 134
55842, 54, 135
585, 0, 67
51229, 0, 127
64181, 0, 17
54879, -105, 14
28210, 27, 136
10268, 0, 57
15395, 8, 124
12884, 0, 118
2149, 0, 137
53483, 58, 138
59606, 58, 101
14981, 0, 96
36672, 0, 139
23197, 0, 140
36518, 35, 56
13361, 0, 141
19810, 19, 142
25955, 88, 143
62678, 61, 1
26021, 0, 143
29409, 0, 144
38111, 55, 145
58573, 0, 60
56840, 0, 146
41306, 40, 97
54426, 53, 75
3617, 0, 39
50652, 0, 72
41452, 0, 97
20241, 0, 65
31723, -6, 47
53747, 124, 3
28550, 27, 109
23402, 22, 80
21205, 0, 147
56181, 0, 98
57470, 56, 148
39933, 0, 149
34964, 0, 104
24781, 0, 150
41747, -60, 151
62564, 0, 1
58461, 0, 60
20858, 20, 152
49301, 0, 33
40572, 0, 153
23840, 0, 154
35278, 34, 155
62905, 0, 111
56650, 55, 52
11149, 0, 156
38920, 0, 15
23430, 22, 80
57592, 0, 148
3080, 0, 157
6677, 0, 26
50704, 0, 102
51883, -86, 106
62799, 83, 111
20188, 0, 158
1245, 0, 159
12220, 0, 10
17602, 17, 160
28609, 0, 109
42694, 41, 81
29826, 29, 161
13827, -128, 122
27336, 0, 112
53343, 23, 138
11533, 0, 162
41713, 0, 163
33890, 33, 164
4894, 4, 53
57599, 63, 148
3870, 3, 74
58622, 57, 60
29780, 0, 161
62553, 0, 1
2303, 63, 137
51915, -78, 106
6251, 26, 29
38107, 54, 145
59325, 0, 40
61295, -37, 165
26699, 18, 166
51188, 0, 167
59519, 31, 101
7345, 0, 168
20325, 0, 65
39633, 0, 169
1562, 1, 170
7580, 0, 24
8170, 7, 132
62256, 0, 93
35823, -5, 171
27790, 27, 172
13191, -31, 173
9772, 0, 174
7477, 0, 24
44455, 105, 175
59546, 58, 101
49347, 48, 33
36539, -82, 56
12453, 0, 176
49640, 0, 177
28290, 27, 136
44817, 0, 51
8565, 0, 78
16399, 3, 178
41934, 40, 151
45457, 0, 179
33856, 0, 164
19498, 19, 88
17661, 0, 160
63829, 0, 85
42034, 41, 180
28928, 0, 64
30711, -3, 63
8800, 0, 181
52335, 27, 182
38775, -35, 183
52704, 0, 117
24380, 0, 6
19602, 19, 88
57998, 56, 12
2919, -39, 45
8362, 8, 184
17884, 0, 38
45737, 0, 30
47894, 46, 100
59667, 68, 185
10385, 0, 57
52782, 51, 186
64416, 0, 19
40946, 39, 32
16778, 16, 187
27159, -123, 112
24324, 0, 6
32450, 31, 27
9108, 0, 188
65305, 0, 119
19575, 29, 88
11117, 0, 156
65170, 63, 189
58013, 0, 12
61676, 0, 90
63510, 62, 110
17458, 17, 160
54675, 100, 190
1713, 0, 170
55105, 0, 20
65321, 0, 119
45278, 44, 191
26256, 0, 192
64198, 62, 17
29441, 0, 193
1928, 0, 129
39425, 0, 169
32000, 0, 194
28549, 0, 109
46295, 53, 195
22772, 0, 11
58228, 0, 133
63525, 0, 110
32602, 31, 37
46195, 28, 195
55849, 0, 135
46454, 45, 196
7487, 79, 24
33879, 21, 164
42004, 0, 180
8599, 101, 78
18641, 0, 21
49015, -35, 197
26830, 26, 166
34754, 33, 70
14668, 0, 130
38362, 37, 79
38791, -31, 183
4171, 18, 198
45975, -27, 199
14623, 71, 130
62393, 0, 93
64658, 63, 25
10963, -76, 48
9058, 8, 188
51031, -43, 167
32425, 0, 27
45483, 106, 179
44611, -112, 43
63664, 0, 110
54920, 0, 14
7663, 123, 24
56480, 0, 200
1489, 0, 201
28438, 27, 109
65449, 0, 119
12441, 0, 176
58530, 57, 60
63570, 62, 110
26251, -94, 192
15972, 0, 82
35826, 34, 171
5491, 92, 84
54253, 0, 202
49655, 125, 177
5868, 0, 203
20163, -80, 158
51079, -31, 167
21398, 20, 35
32756, 0, 37
64196, 0, 17
43218, 42, 68
21583, 19, 204
25086, 24, 205
45515, 114, 179
12893, 0, 118
22914, 22, 206
58969, 0, 58
20094, 19, 158
13730, 13, 207
44059, 6, 208
28931, 64, 64
13533, 0, 141
33134, 32, 209
28483, -48, 109
1220, 0, 159
38174, 37, 79
53502, 52, 138
43328, 0, 115
4970, 4, 53
8090, 7, 132
2661, 0, 210
53903, -93, 211
11025, 0, 156
26627, 0, 166
18117, 0, 73
14505, 0, 22
61528, 0, 90
20423, -15, 65
26962, 26, 105
36392, 0, 56
11365, 0, 212
50882, 49, 102
41668, 0, 163
30497, 0, 63
36216, 0, 213
5619, 124, 84
36983, 29, 71
59557, 0, 101
36663, -51, 139
36436, 0, 56
37057, 0, 71
23585, 0, 214
58791, 105, 215
46666, 45, 216
64475, -10, 19
21615, 27, 204
41090, 40, 34
1771, -70, 170
47513, 0, 125
39338, 38, 217
1390, 1, 201
38772, 0, 183
58149, 0, 133
7196, 0, 168
9123, -24, 188
7491, 80, 24
62616, 0, 1
15436, 0, 124
17491, 20, 160
53656, 0, 3
26449, 0, 95
34935, 29, 104
19864, 0, 142
51388, 0, 127
15155, -52, 126
64775, 65, 8
47969, 0, 100
16315, -18, 218
1342, 1, 201
51185, 0, 167
6043, -26, 36
21398, 20, 35
3273, 0, 157
9370, 9, 89
35463, -95, 219
28205, 0, 136
2351, 75, 18
28999, 81, 64
47699, -108, 220
46870, 45, 77
22311, -55, 44
22124, 0, 221
22427, -26, 44
49344, 0, 33
23224, 0, 140
5514, 5, 84
20504, 0, 222
376, 0, 223
2014, 1, 129
38700, 0, 183
13098, 12, 173
62435, -8, 93
48046, 46, 100
63464, 0, 66
12798, 12, 121
51178, 49, 167
8627, 108, 78
27083, 114, 105
47198, 46, 116
44021, 0, 224
32792, 0, 16
43996, 0, 224
41126, 40, 34
64244, 0, 17
37047, 45, 71
60281, 0, 225
52904, 0, 186
7768, 0, 226
55359, 15, 227
3230, 3, 157
44813, 0, 51
4116, 0, 198
65222, 63, 189
28083, 108, 13
60660, 0, 28
39, 9, 228
328, 0, 223
47868, 0, 220
13009, 0, 118
22378, 21, 44
39304, 0, 217
11171, -24, 156
8079, -29, 132
52879, -93, 186
5123, 0, 59
4356, 0, 229
45745, 0, 30
32952, 0, 16
4657, 0, 108
24142, 23, 131
23319, -59, 80
13607, 73, 207
46304, 0, 195
17677, 0, 38
59691, 74, 185
50967, -59, 167
7817, 0, 226
8545, 0, 78
55297, 0, 227
52954, 51, 186
39720, 0, 149
18455, 5, 21
30349, 0, 230
63270, 61, 66
27156, 0, 112
20614, 20, 222
19372, 0, 55
48689, 0, 128
49386, 48, 33
50584, 0, 72
51936, 0, 106
34705, 0, 70
13653, 0, 207
50077, 0, 231
54518, 53, 75
41482, 40, 163
4169, 0, 198
36118, 35, 213
9584, 0, 232
18490, 18, 21
55420, 0, 227
5708, 0, 203
23506, 22, 80
15391, 7, 124
36368, 0, 56
38976, 0, 15
50406, 49, 54
49236, 0, 33
65035, -126, 189
30120, 0, 2
62551, 21, 1
46809, 0, 216
21687, 45, 204
53839, -109, 211
2098, 2, 137
12364, 0, 176
45366, 44, 179
50437, 0, 72
36675, -48, 139
55382, 54, 227
11846, 11, 233
49127, -7, 197
19900, 0, 142
20554, 20, 222
19219, -60, 55
51483, 70, 62
58090, 56, 12
39074, 38, 15
16060, 0, 82
10447, 51, 57
54169, 0, 202
20634, 20, 222
57555, 52, 148
61210, 59, 165
269, 0, 223
33154, 32, 209
64487, -7, 19
61223, -55, 165
47292, 0, 116
21852, 0, 94
5281, 0, 59
45912, 0, 199
32532, 0, 37
63067, -106, 86
41683, -76, 163
20981, 0, 152
33881, 0, 164
41785, 0, 151
4580, 0, 229
41389, 0, 97
28572, 0, 109
782, 0, 31
30273, 0, 230
62267, -50, 93
17922, 17, 73
63238, 61, 66
3308, 0, 157
26545, 0, 95
44395, 90, 175
39120, 0, 15
21706, 21, 204
7144, 0, 103
30244, 0, 230
3725, 0, 39
54632, 0, 190
30574, 29, 63
8473, 0, 78
12386, 12, 176
41114, 40, 34
57930, 56, 12
15341, 0, 126
15598, 15, 124
59922, 58, 41
18226, 17, 9
48162, 47, 69
41250, 40, 97
1512, 0, 201
2546, 2, 18
41682, 40, 163
322, 0, 223
880, 0, 31
20891, 102, 152
56604, 0, 52
40166, 39, 4
26791, 41, 166
44560, 0, 43
38698, 37, 183
64127, -97, 17
15028, 0, 96
38669, 0, 183
45637, 0, 30
43151, 35, 68
9465, 0, 89
2498, 2, 18
13978, 13, 122
16326, 15, 218
51442, 50, 127
34845, 0, 104
63667, 44, 110
39370, 38, 217
55671, 93, 234
64496, 0, 19
7767, -107, 226
6283, 34, 29
55884, 0, 135
61103, -85, 23
10184, 0, 235
39543, -99, 169
9555, 84, 232
13963, -94, 122
58975, -105, 58
19537, 0, 88
6101, 0, 36
41421, 0, 97
45502, 44, 179
29328, 0, 144
8149, 0, 132
25450, 24, 236
58944, 0, 58
50666, 49, 72
23084, 0, 140
36468, 0, 56
33645, 0, 237
25002, 24, 205
53715, 116, 3
60173, 0, 225
46354, 45, 196
4708, 0, 108
28208, 0, 136
58844, 0, 215
22173, 0, 221
8535, 85, 78
42261, 0, 42
29687, -3, 193
37799, -23, 114
22566, 22, 11
62520, 0, 1
4098, 4, 198
47999, -33, 100
49660, 0, 177
37063, 49, 71
41856, 0, 151
5417, 0, 84
48856, 0, 128
10682, 10, 107
22370, 21, 44
63281, 0, 66
62452, 0, 93
50532, 0, 72
9022, 8, 188
59300, 0, 40
58660, 0, 215
56401, 0, 200
8518, 8, 78
63066, 61, 86
63250, 61, 66
48592, 0, 7
28771, 24, 5
37673, 0, 114
60776, 0, 92
56438, 55, 200
60424, 0, 28
39993, 0, 4
56004, 0, 135
59002, 57, 58
33982, 33, 164
25498, 24, 236
57047, -75, 146
1401, 0, 201
15130, 14, 126
42960, 0, 76
61827, 96, 87
32442, 31, 27
64304, 0, 19
30273, 0, 230
38082, 37, 145
22404, 0, 44
3808, 0, 39
16883, 124, 187
23111, -111, 140
62417, 0, 93
60364, 0, 225
4542, 4, 229
14829, 0, 130
44964, 0, 51
33924, 0, 164
2141, 0, 137
19245, 0, 55
47168, 0, 116
24048, 0, 154
1022, 0, 31
23075, -120, 140
24888, 0, 205
49247, 23, 33
4900, 0, 53
22656, 0, 11
34117, 0, 238
55555, 64, 234
48947, -52, 197
59533, 0, 101
21312, 0, 35
21415, -23, 35
813, 0, 31
19419, -10, 55
1999, -13, 129
20155, -82, 158
21521, 0, 204
13670, 13, 207
19289, 0, 55
58483, 28, 60
41318, 40, 97
16151, -59, 218
13611, 74, 207
21514, 21, 204
13499, 46, 141
45583, -125, 30
49013, 0, 197
64843, 82, 8
63485, 0, 66
38697, 0, 183
59188, 0, 40
24593, 0, 150
57641, 0, 239
36524, 0, 56
56980, 0, 146
36810, 35, 139
6096, 0, 36
11070, 10, 156
60124, 0, 41
37576, 0, 83
15096, 0, 96
45247, 47, 191
32783, 3, 16
58390, 57, 60
60873, 0, 92
23719, 41, 214
24385, 0, 6
22307, -56, 44
17375, -9, 240
15990, 15, 82
20526, 20, 222
25904, 0, 143
42224, 0, 180
9311, 23, 89
7862, 7, 226
3835, -66, 39
30535, -47, 63
65179, -90, 189
57387, 10, 148
63579, 22, 110
4946, 4, 53
9037, 0, 188
61033, 0, 23
55543, 61, 227
50361, 0, 54
6480, 0, 113
14042, 13, 122
21531, 6, 204
39195, 70, 217
37511, -95, 83
23696, 0, 214
27440, 0, 61
28201, 0, 136
23072, 0, 140
7814, 7, 226
6552, 0, 113
43637, 0, 49
35113, 0, 155
34890, 34, 104
61297, 0, 165
45633, 0, 30
61431, -3, 165
46032, 0, 199
18774, 18, 241
62991, -125, 86
28059, 102, 13
35229, 0, 155
51230, 50, 127
14405, 0, 22
52242, 51, 182
43153, 0, 68
2709, 0, 210
47963, -42, 100
36943, 19, 71
54066, 52, 202
10054, 9, 235
43051, 10, 68
11525, 0, 162
17684, 0, 38
41681, 0, 163
27883, 58, 172
56909, 0, 146
45772, 0, 30
27496, 0, 61
46842, 45, 216
38734, 37, 183
28972, 0, 64
59684, 0, 185
11384, 0, 212
21018, 20, 147
2192, 0, 137
18384, 0, 9
13464, 0, 141
31018, 30, 242
62958, 61, 111
30611, -28, 63
1913, 0, 129
18904, 0, 241
26773, 0, 166
55491, 48, 227
21899, 98, 94
64413, 0, 19
47134, 46, 116
23172, 0, 140
7262, 7, 168
12705, 0, 121
7522, 7, 24
58815, 111, 215
34916, 0, 104
3802, 3, 39
58008, 0, 12
1239, 53, 159
63947, 114, 85
381, 0, 223
60734, 59, 92
48769, 0, 128
41938, 40, 151
38025, 0, 145
55099, -50, 20
56691, 92, 52
39530, 38, 169
59003, -98, 58
6029, 0, 36
20920, 0, 152
8077, 0, 132
42633, 0, 81
17443, 8, 160
53570, 52, 3
22833, 0, 206
3782, 3, 39
47758, 46, 220
22136, 0, 221
22427, -26, 44
23867, 78, 154
59968, 0, 41
62166, 60, 243
6972, 0, 103
63684, 0, 110
46388, 0, 196
41942, 40, 151
36524, 0, 56
9323, 26, 89
31114, 30, 242
22345, 0, 44
46463, 95, 196
54671, 99, 190
9214, 8, 188
7257, 0, 168
33150, 32, 209
41565, 0, 163
26214, 25, 192
3595, -126, 39
17932, 0, 73
34660, 0, 70
51961, 0, 106
58634, 57, 215
57990, 56, 12
28848, 0, 5
49920, 0, 231
18351, -21, 9
53669, 0, 3
33996, 0, 164
6741, 0, 26
64098, 62, 17
606, 0, 67
27383, -67, 112
63140, 0, 86
32228, 0, 194
63437, 0, 66
29085, 0, 64
65080, 0, 189
38753, 0, 183
16041, 0, 82
9041, 0, 188
42090, 41, 180
46388, 0, 196
63650, 62, 110
36636, 0, 139
21947, 110, 94
19833, 0, 142
36464, 0, 56
8541, 0, 78
12712, 0, 121
48955, -50, 197
39206, 38, 217
15578, 15, 124
49205, 0, 33
7731, -116, 226
43046, 42, 68
60498, 59, 28
9237, 0, 89
47706, 46, 220
43973, 0, 224
42008, 0, 180
27460, 0, 61
24999, 105, 205
51933, 0, 106
34070, 33, 238
65155, -96, 189
59955, -116, 41
9277, 0, 89
20420, 0, 65
44860, 0, 51
50992, 0, 167
10583, 85, 107
57751, 101, 239
23195, -90, 140
27227, -106, 112
42816, 0, 76
58219, -38, 133
37606, 36, 83
18426, 17, 9
21238, 20, 147
11983, -77, 233
48394, 47, 7
11036, 0, 156
30557, 0, 63
23453, 0, 80
49847, -83, 123
30032, 0, 2
48065, 0, 100
6957, 0, 103
2301, 0, 137
7736, 0, 226
31260, 0, 91
17071, -85, 0
8940, 0, 181
9929, 0, 174
45563, 126, 179
12107, -46, 10
Number of Translated Addresses = 1000
Page Faults = 244
Page Fault Rate = 0.244
TLB Hits = 54
TLB Hit Rate = 0.054
